type,subtype,level,srccountry,srcintf,srcintfrole,dstintf,dstintfrole,action,proto,service,policyid,appcat,duration,sentbyte,rcvdbyte,crscore,threat
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,48.0,240.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,6,0,0,0,0,4,6.0,178,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,40,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,247,79.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,7,0,0,0,0,4,6.0,248,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,48.0,240.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,249,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,247,79.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,2,0,0,0,0,5,6.0,0,59.0,1,25.0,40.0,220.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,48.0,240.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,60.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,46,79.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,6,0,0,0,0,4,6.0,106,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,5,6.0,0,60.0,1,25.0,40.0,220.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,6,0,0,0,0,4,6.0,123,87.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,251,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,25.0,300.0,0.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,247,79.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,2,0,0,0,0,5,6.0,0,44.0,1,25.0,40.0,220.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,2,0,0,0,0,5,6.0,0,49.0,1,25.0,40.0,220.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,75,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,247,79.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,59.0,1,25.0,260.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,2,0,0,0,0,5,6.0,0,56.0,1,25.0,40.0,220.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,16,0,0,0,0,4,6.0,252,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,250,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,193,79.0,1,0.0,0.0,0.0,30.0,2
0,0,0,6,0,0,0,0,4,6.0,123,87.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,10.0,60.0,0.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,25.0,300.0,0.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,25.0,300.0,0.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,25.0,300.0,0.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,25.0,300.0,0.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,48.0,240.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,1,10,0,0,0,0,6,1.0,9,49.0,1,0.0,0.0,0.0,5.0,2
0,0,0,2,0,0,0,0,5,6.0,0,48.0,1,25.0,40.0,220.0,5.0,1
0,0,0,2,0,0,0,0,5,6.0,0,39.0,1,25.0,40.0,220.0,5.0,1
0,0,0,2,0,0,0,0,5,6.0,0,42.0,1,25.0,40.0,220.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,25.0,300.0,0.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,6,0,0,0,0,4,6.0,111,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,254,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,247,79.0,1,0.0,0.0,0.0,30.0,2
0,0,0,54,0,0,0,0,4,6.0,81,87.0,1,0.0,0.0,0.0,30.0,2
0,0,0,54,0,0,0,0,4,6.0,81,87.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,10.0,60.0,0.0,5.0,1
0,0,0,54,0,0,0,0,4,6.0,81,87.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,10.0,60.0,0.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,10.0,60.0,0.0,5.0,1
0,0,0,2,0,0,0,0,5,6.0,0,67.0,1,25.0,40.0,220.0,5.0,1
0,0,0,2,0,0,0,0,5,6.0,0,47.0,1,25.0,40.0,220.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,5,6.0,0,37.0,1,25.0,40.0,220.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,75,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,6,0,0,0,0,4,6.0,223,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,10.0,60.0,0.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,40,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,6,0,0,0,0,4,6.0,255,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,5,6.0,0,17.0,1,25.0,40.0,220.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,247,79.0,1,0.0,0.0,0.0,30.0,2
0,0,0,6,0,0,0,0,4,6.0,111,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,7,0,0,0,0,4,6.0,207,74.0,1,0.0,0.0,0.0,30.0,2
0,0,1,10,0,0,0,0,6,1.0,9,49.0,1,0.0,0.0,0.0,5.0,2
0,0,0,4,0,0,0,0,4,6.0,256,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,5,6.0,0,33.0,1,25.0,40.0,220.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,6,0,0,0,0,4,6.0,223,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,10.0,60.0,0.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,1,10,0,0,0,0,6,1.0,9,49.0,1,0.0,0.0,0.0,5.0,2
0,0,0,0,0,0,0,0,5,6.0,0,59.0,1,25.0,260.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,256,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,25.0,300.0,0.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,5,6.0,0,35.0,1,25.0,40.0,220.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,253,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,25.0,300.0,0.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,1,0,1,3,1,0,0,2,17.0,73,0.0,0,180.0,76.0,76.0,0.0,1
0,0,0,33,0,0,0,0,4,6.0,171,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,5,6.0,0,50.0,1,25.0,40.0,220.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,7,0,0,0,0,4,6.0,258,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,5,6.0,0,53.0,1,25.0,40.0,220.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,257,72.0,1,0.0,0.0,0.0,30.0,2
